base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info,corrida_longa,mes_abertura,origem_cidade_upper
TAXIGOV_DF_ENTIDADES,1364575,Banco Central do Brasil,89,INDIRETA,COAF,,CONCLUÍDA,Reunião,,6.64,5.423,24.83,2024-07-15 14:32:45.090,2024-07-15 14:36:16.380,2024-07-15 14:49:13.540,2024-07-15 14:49:16.657,2024-07-15 15:00:18.767,,"UNIBACEN, SCES, TR. 2",PA 4,BRASILIA,DF,"Bloco J - Esplanada dos Ministerios, Brasilia, Distrito Federal","Bloco J - Esplanada dos Ministerios, Brasilia, Distrito Federal",-15.81744,-47.86781,-15.79448,-47.87468,-15.79445,-47.87455,,,,VIRTUS,2021.0,2022.0,BRANCA,REO-**84,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364568,Ministério da Saúde,304,DIRETA,CGSPD/DAET/SAES/MS,,CONCLUÍDA,Reunião,,8.44,8.27,32.75,2024-07-15 14:30:29.203,2024-07-15 14:30:43.400,2024-07-15 14:35:36.260,2024-07-15 14:36:18.243,2024-07-15 14:52:01.637,,"CICB - CENTRO INTERNACIONAL DE CONVENCOES DO BRASIL, SCES TR. 2, CONJ. 63, LT. 50",PA 4,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, Distrito Federal","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, Distrito Federal",-15.81575,-47.84484,-15.78407,-47.89045,-15.78408,-47.89041,,,,,,,,PAX-**00,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364567,Instituto Chico Mendes de Conservação da Biodiversidade,91842,INDIRETA,CGTER/ICMBIO,,CONCLUÍDA,Reunião,,8.93,9.36,31.7,2024-07-15 14:30:22.183,2024-07-15 14:30:36.050,2024-07-15 14:35:47.943,2024-07-15 14:41:09.457,2024-07-15 14:57:19.840,,"SQSW 104 BLOCO G,",CRUZEIRO,BRASILIA,DF,"Anexo 02 do Senado, Brasilia, Distrito Federal","Anexo 02 do Senado, Brasilia, Distrito Federal",-15.80507,-47.92663,-15.79768,-47.86373,-15.79752,-47.86351,,,,COBALT,2018.0,2018.0,PRATA,PBF-**55,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364564,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Serviço externo / técnico,,9.07,9.399,35.19,2024-07-15 14:29:42.373,2024-07-15 14:29:50.233,2024-07-15 14:30:09.320,2024-07-15 14:52:03.950,2024-07-15 15:04:47.960,,"SQS 403 BLOCO B,",ASA SUL,BRASILIA,DF,"SQN 115 BLOCO C, - ASA NORTE","SQN 115 BLOCO C, - ASA NORTE",-15.81106,-47.88776,-15.7423,-47.89343,-15.74226,-47.89356,,,,,2022.0,2022.0,,REV-**32,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364562,Agência Espacial Brasileira,4243,INDIRETA,DPOA/AEB,,CONCLUÍDA,Outros,,13.45,10.695,49.9,2024-07-15 14:29:13.167,2024-07-15 14:29:23.033,2024-07-15 14:42:16.737,2024-07-15 14:46:58.590,2024-07-15 15:09:49.350,,"BRASILIA - DF, 70610-200, BRASIL",BRASILIA,BRASILIA,DF,"Comercio Residencial Norte 704/705, Asa Norte, Brasilia, DF","Comercio Residencial Norte 704/705, Asa Norte, Brasilia, DF",-15.8159,-47.94314,-15.775,-47.88983,-15.775,-47.8903,,,,CCROSS,2023.0,2023.0,PRATA,SGR-**14,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364524,Ministério do Meio Ambiente,1927,DIRETA,CGGA/SPOA/MMA,,CONCLUÍDA,Reunião,,6.44,5.609,24.99,2024-07-15 14:11:58.613,2024-07-15 14:12:09.133,2024-07-15 14:15:30.453,2024-07-15 14:15:57.863,2024-07-15 14:26:44.547,,"MINISTERIO DO MEIO AMBIENTE, EIXO MONUMENTAL",,BRASILIA,DF,"Funatura Fundacao Pro-Natureza, Asa Norte, Brasilia, Distrito Federal","Funatura Fundacao Pro-Natureza, Asa Norte, Brasilia, Distrito Federal",-15.79859,-47.87243,-15.76523,-47.88554,-15.76533,-47.88655,,,,,2023.0,2023.0,,SGT-**97,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364508,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,10.04,10.001,38.96,2024-07-15 14:08:23.870,2024-07-15 14:08:37.053,2024-07-15 14:13:03.580,2024-07-15 14:13:07.463,2024-07-15 14:26:37.157,,"SAAN QUADRA 1, 135",ZONA INDUSTRIAL,BRASILIA,DF,"Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF","VIA S UM LESTE, ASA SUL, BRASILIA - DF, 70100-000, BRASIL",-15.76826,-47.93901,-15.80123,-47.86757,-15.80019,-47.86632,,,,,2021.0,2021.0,,RES-**02,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364470,Presidência da República,26,DIRETA,ITI/CC/PR,,CONCLUÍDA,Reunião,,6.04,3.692,23.44,2024-07-15 13:45:40.047,2024-07-15 13:46:23.143,2024-07-15 13:55:28.190,2024-07-15 13:58:27.410,2024-07-15 14:12:20.710,,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMACAO,ASA NORTE,BRASILIA,DF,"Anexo III do Palacio do Planalto, Brasilia, DF","VIA N. UM LESTE, ASA SUL, BRASILIA - DF, BRASIL",-15.78794,-47.88458,-15.799,-47.85901,-15.80024,-47.85902,,,,,2022.0,2023.0,,SGQ-**66,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364462,Presidência da República,26,DIRETA,DITEC/SA/CC/PR,,CONCLUÍDA,Serviço externo / técnico,,19.28,13.214,74.81,2024-07-15 13:41:20.917,2024-07-15 13:43:19.530,2024-07-15 13:48:35.727,2024-07-15 13:50:10.033,2024-07-15 14:17:14.500,,"CENTRO DE CAPACITACAO E DESENVOLVIMENTO DA PRESIDENCIA DA REPUBLICA (CECAD-PR), PRACA DOS TRES PODERES",ZONA CIVICO-ADMINISTRATIVA,BRASILIA,DF,"Residencia Oficial da Granja do Torto, Brasilia, Distrito Federal","PARQUE NACIONAL DE BRASILIA, BRASILIA - DF, 70636-000, BRASIL",-15.79683,-47.85799,-15.70542,-47.90573,-15.7118,-47.90072,,,,,2021.0,2021.0,,REK-**22,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364437,Ministério da Saúde,304,DIRETA,GAB/SAES,,CONCLUÍDA,Reunião,,9.72,9.794,37.71,2024-07-15 13:28:54.213,2024-07-15 13:29:02.637,2024-07-15 13:37:38.303,2024-07-15 13:38:56.817,2024-07-15 13:51:11.660,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.83033,-47.93057,-15.80024,-47.86838,-15.80009,-47.86811,,,,,2022.0,2023.0,,SGN-**06,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364435,Ministério da Saúde,304,DIRETA,CGSB/DESF/SAPS/MS,,CONCLUÍDA,Reunião,,5.55,4.434,21.53,2024-07-15 13:25:25.157,2024-07-15 13:27:20.210,2024-07-15 13:36:44.547,2024-07-15 13:37:15.937,2024-07-15 13:44:50.400,,"SCES TR. 2, CONJ. 63, LT. 50",BRASILIA,BRASILIA,DF,"Ministerio da Saude - Anexo B, Esplanada dos Ministerios, Brasilia, Brasilia, DF","Ministerio da Saude - Anexo B, Esplanada dos Ministerios, Brasilia, Brasilia, DF",-15.81575,-47.84484,-15.802,-47.86917,-15.80157,-47.86921,,,,,2019.0,2019.0,,PBU-**76,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364420,Ministério da Saúde,304,DIRETA,CGSPD/DAET/SAES/MS,,CONCLUÍDA,Reunião,,9.07,8.767,35.19,2024-07-15 13:13:40.540,2024-07-15 13:13:54.043,2024-07-15 13:15:54.657,2024-07-15 13:17:45.787,2024-07-15 13:31:03.003,,"SRTVN, 701",ASA NORTE,BRASILIA,DF,"Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, DF","Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, DF",-15.78407,-47.89045,-15.81568,-47.84475,-15.8157,-47.84482,,,,,2024.0,2024.0,,SSJ-**17,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364390,Ministério da Saúde,304,DIRETA,DGCI,,CONCLUÍDA,Reunião,,5.15,4.118,19.98,2024-07-15 12:52:06.827,2024-07-15 12:52:14.480,2024-07-15 13:01:58.030,2024-07-15 13:05:29.750,2024-07-15 13:16:35.137,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.80024,-47.86838,-15.78407,-47.89045,-15.78405,-47.89046,,,,,,,,PAX-**00,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364373,Empresa Brasileira de Serviços Hospitalares,117267,INDIRETA,DAS/EBSERH,,CONCLUÍDA,Reunião,,10.04,7.4,35.04,2024-07-15 12:37:59.260,2024-07-15 12:39:02.210,2024-07-15 12:44:50.747,2024-07-15 12:46:07.207,2024-07-15 13:01:43.037,,"CENTRO INTERNACIONAL DE CONVENCOES DO BRASIL, SCES TRECHO 2",ASA SUL,BRASILIA,DF,"Edificio Parque Cidade Corporate, Asa Sul, Brasilia, Distrito Federal","Edificio Parque Cidade Corporate, Asa Sul, Brasilia, Distrito Federal",-15.81569,-47.84475,-15.7951,-47.89345,-15.79524,-47.89386,,,,COROLLA,2019.0,2019.0,PRETA,PBU-**76,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364370,Advocacia-Geral da União,46,DIRETA,DPOFC/SGA/AGU,,CONCLUÍDA,Transporte de documentos / materiais,,5.51,5.602,21.38,2024-07-15 12:34:12.823,2024-07-15 12:38:30.223,2024-07-15 12:43:03.037,2024-07-15 12:43:44.077,2024-07-15 12:55:22.017,,MINISTERIO DA ECONOMIA - BLOCO K,,BRASILIA,DF,"Advocacia-Geral da Uniao - Sede III, Brasilia, DF","Advocacia-Geral da Uniao - Sede III, Brasilia, DF",-15.79474,-47.87379,-15.79215,-47.9124,-15.79222,-47.91244,,,,,2024.0,2025.0,,SSL-**49,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364353,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,DISEC/FNDE,,CONCLUÍDA,Reunião,,8.9,10.394,32.93,2024-07-15 12:18:29.287,2024-07-15 12:18:35.627,2024-07-15 12:21:35.340,2024-07-15 12:21:37.710,2024-07-15 12:36:39.777,,"SAAN QUADRA 1,",ZONA INDUSTRIAL,BRASILIA,DF,"Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal","Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal",-15.76328,-47.93746,-15.80089,-47.88341,-15.80134,-47.88348,,,,ONIX,2022.0,23.0,PRATA,SGP-**61,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364341,Ministério da Defesa,41066,DIRETA,SEORI/MD,,CONCLUÍDA,Reunião,,25.0,22.05,97.0,2024-07-15 12:03:56.370,2024-07-15 12:04:37.063,2024-07-15 12:17:33.663,2024-07-15 12:17:45.170,2024-07-15 12:52:52.507,,"MECANICATECH - SOLUCOES AUTOMOTIVAS, ADE AGUAS CLARAS CONJUNTO 16, 39",AREA DE DESENVOLVIMENTO ECONOMICO AGUAS CLARAS,BRASILIA,DF,"Ministerio da Defesa, Eixo Monumental, Brasilia, Distrito Federal","Ministerio da Defesa, Eixo Monumental, Brasilia, Distrito Federal",-15.87722,-48.01239,-15.79605,-47.86885,-15.79619,-47.86957,,,,,2022.0,2023.0,,SGO-**74,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364336,Ministério do Meio Ambiente,1927,DIRETA,CGAA/GMV/MMA,,CONCLUÍDA,Reunião,,12.86,11.225,49.9,2024-07-15 12:02:02.720,2024-07-15 12:02:10.190,2024-07-15 12:02:26.990,2024-07-15 13:29:15.467,2024-07-15 13:45:09.610,,"SHIS QI 23 CONJUNTO 10,",SETOR DE HABITACOES INDIVIDUAIS SUL,BRASILIA,DF,"MINISTERIO DA CULTURA BLOCO B, - ESPLANADA","MINISTERIO DA CULTURA BLOCO B, - ESPLANADA",-15.84376,-47.8476,-15.79856,-47.87251,-15.79902,-47.87236,,,,,2023.0,2023.0,,SGW-**96,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364330,Presidência da República,26,DIRETA,CGPPP/IN/CC/PR,,CONCLUÍDA,Reunião,,43.43,31.266,168.51,2024-07-15 11:59:44.510,2024-07-16 01:45:14.007,2024-07-16 01:54:13.720,2024-07-16 02:02:07.220,2024-07-16 03:01:01.413,,"IMPRENSA NACIONAL, ESTRADA PARQUE INDUSTRIAS GRAFICAS",ZONA INDUSTRIAL,BRASILIA,DF,"Setor Leste Quadra 9, Gama, Brasilia, DF","SETOR LESTE QUADRA 45, QD45 LT84, GAMA - DF, 72440-450, BRASIL",-15.79243,-47.9136,-16.01173,-48.05185,-16.00102,-48.05308,,,,,2024.0,25.0,,SSK-**89,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364327,Ministério da Saúde,304,DIRETA,CGSB/DESF/SAPS/MS,,CONCLUÍDA,Reunião,,6.16,4.702,23.9,2024-07-15 11:57:37.080,2024-07-15 11:57:46.420,2024-07-15 12:00:56.403,2024-07-15 12:04:55.090,2024-07-15 12:13:29.430,,ESPLANADA DOS MINISTERIOS,BRASILIA,BRASILIA,DF,"Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, DF","Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, DF",-15.802,-47.86917,-15.81568,-47.84475,-15.81568,-47.84471,,,,,2023.0,2023.0,,SGV-**21,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364318,Presidência da República,26,DIRETA,DECADI/SECOI/SECOM/PR,,CONCLUÍDA,Reunião,,5.4,1.251,20.95,2024-07-15 11:52:26.680,2024-07-15 11:52:44.233,2024-07-15 12:07:43.787,2024-07-15 12:07:59.930,2024-07-15 12:15:47.600,,PALACIO DO PLANALTO,,BRASILIA,DF,"Palacio Itamaraty, Brasilia, Distrito Federal","EMI BLOCO G, ASA SUL, BRASILIA - DF, 70058-900, BRASIL",-15.79905,-47.86077,-15.80068,-47.8673,-15.79986,-47.86805,,,,,2023.0,2023.0,,SGS-**72,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364311,Ministério da Saúde,304,DIRETA,GAB/SAES,,CONCLUÍDA,Reunião,,10.68,10.725,41.44,2024-07-15 11:47:39.600,2024-07-15 11:47:50.087,2024-07-15 11:53:12.690,2024-07-15 11:53:58.290,2024-07-15 12:08:41.483,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF",-15.80024,-47.86838,-15.83033,-47.93057,-15.83024,-47.9313,,,,,2022.0,2023.0,,SGN-**06,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364303,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,GM / MDA,,CONCLUÍDA,Reunião,,8.54,6.435,33.14,2024-07-15 11:42:13.240,2024-07-15 11:42:23.037,2024-07-15 11:43:43.273,2024-07-15 11:44:30.677,2024-07-15 11:58:49.790,,EMI BLOCO C,BRASILIA,BRASILIA,DF,"Rubaiyat, Asa Sul, Brasilia, DF","Rubaiyat, Asa Sul, Brasilia, DF",-15.79937,-47.87171,-15.83358,-47.89267,-15.8334,-47.89275,,,,,2022.0,2022.0,,REU-**98,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364286,Presidência da República,26,DIRETA,SNPS/SG/PR,,CONCLUÍDA,Reunião,,7.85,4.833,30.46,2024-07-15 11:34:40.290,2024-07-15 11:34:53.990,2024-07-15 11:40:01.860,2024-07-15 11:40:31.983,2024-07-15 11:51:12.530,,SCES TRECHO 2,ASA SUL,BRASILIA,DF,"Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, DF","Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, DF",-15.81568,-47.84475,-15.79967,-47.85931,-15.79971,-47.85936,,,,,2018.0,2018.0,,PBK-**91,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364283,Ministério do Meio Ambiente,1927,DIRETA,CGAA/GMV/MMA,,CONCLUÍDA,Reunião,,16.58,10.954,64.33,2024-07-15 11:30:26.773,2024-07-15 11:30:40.583,2024-07-15 11:33:11.447,2024-07-15 11:35:00.133,2024-07-15 12:00:27.183,,EMI BLOCO B,BRASILIA,BRASILIA,DF,"Lago Sul, Brasilia, DF","SHIS QI 23 CONJUNTO 10, 19, SETOR DE HABITACOES INDIVIDUAIS SUL, LAGO SUL - DF, 71660-100, BRASIL",-15.7989,-47.87204,-15.84143,-47.87675,-15.84465,-47.84732,,,,,2023.0,2023.0,,SGW-**96,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364282,Ministério da Saúde,304,DIRETA,GM/MS,,CONCLUÍDA,Reunião,,5.57,4.23,21.61,2024-07-15 11:30:06.410,2024-07-15 11:30:47.973,2024-07-15 11:35:33.957,2024-07-15 11:36:11.730,2024-07-15 11:49:01.590,,MINISTERIO DA SAUDE,BRASILIA,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","SRTVN BLOCO B, BLOCO B, ASA NORTE, BRASILIA - DF, 70719-903, BRASIL",-15.80032,-47.86842,-15.78407,-47.89045,-15.7843,-47.88877,,,,,2021.0,2022.0,,RET-**80,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364251,Ministério da Defesa,41066,DIRETA,ESD/MD,,CONCLUÍDA,Reunião,,12.54,12.371,48.66,2024-07-15 11:14:07.690,2024-07-15 11:14:18.087,2024-07-15 11:18:40.497,2024-07-15 11:19:41.137,2024-07-15 11:35:18.973,,"EM BLOCO Q,",BRASILIA,BRASILIA,DF,"Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, Distrito Federal","ESAF, LAGO SUL - DF, BRASIL",-15.79629,-47.86882,-15.86728,-47.82376,-15.86734,-47.8221,,,,,2023.0,2023.0,,SGV-**21,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364240,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Serviço externo / técnico,,7.14,7.84,27.7,2024-07-15 11:06:50.447,2024-07-15 11:06:57.470,2024-07-15 11:07:09.060,2024-07-15 11:09:40.470,2024-07-15 11:20:41.937,,"SQS 213 BLOCO E,",ASA SUL,BRASILIA,DF,"ANEXO II DO ITAMARATY(BOLO DE NOIVA), - ASA SUL","ANEXO II DO ITAMARATY(BOLO DE NOIVA), - ASA SUL",-15.82941,-47.91436,-15.80173,-47.86795,-15.80189,-47.86777,,,,,,,,SGR-**11,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364238,Fundação Oswaldo Cruz,315,INDIRETA,PSAT/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,27.5,23.313,101.75,2024-07-15 11:05:32.180,2024-07-15 11:05:40.193,2024-07-15 11:31:44.470,2024-07-15 11:46:19.500,2024-07-15 12:14:10.170,,"SOBRADINHO I, UBS 3",PA 45,BRASILIA,DF,"CAMPUS UNIVERSITARIO DARCY RIBEIRO, - CAMPUS UNIVERSITARIO DARCY RIBEIRO","CAMPUS DARCY RIBEIRO UNB, ASA NORTE, BRASILIA - DF, 70910-900, BRASIL",-15.64934,-47.82826,-15.76371,-47.86878,-15.77144,-47.87083,,,,SIENA,2021.0,21.0,BRANCA,REO-**09,,,Sim,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364213,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,DISEC/FNDE,,CONCLUÍDA,Reunião,,8.73,9.647,32.3,2024-07-15 10:52:08.167,2024-07-15 10:52:14.733,2024-07-15 11:11:24.707,2024-07-15 11:11:44.953,2024-07-15 11:26:36.013,,"SAAN QD 1 MEC FNDE DEPOSITO ARQUIVO,",SAAN,BRASILIA,DF,"SBS FNDE, - ASA SUL","SBS FNDE, - ASA SUL",-15.76717,-47.9393,-15.80091,-47.88345,-15.80126,-47.88378,,,,ONIX,2023.0,2024.0,PRATA,SGW-**05,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364212,Agência Nacional de Aviação Civil,86144,INDIRETA,ASTEC/ANAC,,CONCLUÍDA,Reunião,,12.6,,46.62,2024-07-15 10:50:43.367,2024-07-15 10:51:03.263,2024-07-15 10:59:55.073,2024-07-15 11:00:02.420,2024-07-15 11:24:19.450,,"ESTRADA PARQUE AEROPORTO, 1471",AEROPORTO,BRASILIA,DF,"Agencia Nacional de Aviacao Civil, Asa Sul, Brasilia, DF","Agencia Nacional de Aviacao Civil, Asa Sul, Brasilia, DF",-15.86967,-47.9325,-15.79456,-47.89348,,,5.0,,,SPIN,2023.0,2024.0,PRATA,SGX-**39,,,Sim,15,BRASILIA
TAXIGOV_DF_3,1364203,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Serviço externo / técnico,,9.09,7.561,35.27,2024-07-15 10:46:35.580,2024-07-15 10:46:44.837,2024-07-15 10:48:50.503,2024-07-15 10:53:15.487,2024-07-15 11:06:13.320,,VIA S2,ASA SUL,BRASILIA,DF,"BL E, Asa Sul, Brasilia, DF","BL E, Asa Sul, Brasilia, DF",-15.80205,-47.868,-15.82939,-47.91435,-15.82928,-47.91457,,,,,,,,SGR-**11,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364196,Ministério da Educação,244,DIRETA,SECADI,,CONCLUÍDA,Reunião,,5.52,5.594,21.42,2024-07-15 10:43:13.660,2024-07-15 10:43:21.520,2024-07-15 10:43:33.900,2024-07-15 10:44:24.970,2024-07-15 10:52:54.737,,"SCES CICB,",SCES,BRASILIA,DF,"MINISTERIO DA EDUCACAO BL L, - PA 2","SGO, ASA NORTE, BRASILIA - DF, BRASIL",-15.81548,-47.84479,-15.79534,-47.87311,-15.79347,-47.87291,,,,,2023.0,2023.0,,SGV-**21,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364187,Advocacia-Geral da União,46,DIRETA,DPOFC/SGA/AGU,,CONCLUÍDA,Transporte de documentos / materiais,,5.7,6.492,22.12,2024-07-15 10:40:28.650,2024-07-15 10:40:35.437,2024-07-15 10:40:50.027,2024-07-15 10:59:28.223,2024-07-15 11:10:19.687,,"SIG AGU SEDE II,",PA 31,BRASILIA,DF,"MINISTERIO DA ECONOMIA BL K, - PA 2","MINISTERIO DA ECONOMIA BL K, - PA 2",-15.79188,-47.91234,-15.79482,-47.87401,-15.79472,-47.87362,,,,,2018.0,2019.0,,PBO-**89,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364153,Fundação Oswaldo Cruz,315,INDIRETA,PSAT/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,25.63,25.549,94.83,2024-07-15 10:27:07.583,2024-07-15 10:27:37.773,2024-07-15 10:33:01.183,2024-07-15 10:34:19.800,2024-07-15 11:00:31.610,,UNB CAMPUS DARCY RIBEIRO,ASA NORTE,BRASILIA,DF,"UBS Nova Colina, Brasilia, DF","UBS Nova Colina, Brasilia, DF",-15.77112,-47.87152,-15.64803,-47.75528,-15.64827,-47.75517,,,,SIENA,2021.0,21.0,BRANCA,REO-**09,,,Sim,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364150,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,DISEC/FNDE,,CONCLUÍDA,Reunião,,9.48,9.831,35.08,2024-07-15 10:23:57.443,2024-07-15 10:24:42.310,2024-07-15 10:30:27.783,2024-07-15 10:31:56.793,2024-07-15 10:50:15.310,,"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO, SBS, 12",ASA SUL,BRASILIA,DF,"SAAN Quadra 1, Brasilia, Distrito Federal","SAAN QUADRA 1 BLOCO B, 220, BRASILIA - DF, 70632-100, BRASIL",-15.80089,-47.88341,-15.76328,-47.93746,-15.76739,-47.9393,,,,ONIX,2023.0,2024.0,PRATA,SGW-**05,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364146,Ministério da Saúde,304,DIRETA,DGIP/SE,,CONCLUÍDA,Reunião,,5.35,3.49,20.76,2024-07-15 10:22:08.647,2024-07-15 10:22:17.347,2024-07-15 10:25:19.193,2024-07-15 10:26:16.633,2024-07-15 10:39:07.213,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","VIA W3 NORTE, ASA NORTE, BRASILIA - DF, BRASIL",-15.80024,-47.86838,-15.78407,-47.89045,-15.79002,-47.88909,,,,,2021.0,2021.0,,RDJ-**50,,,Não,15,BRASILIA
TAXIGOV_DF_3,1364140,Advocacia-Geral da União,46,DIRETA,DPOFC/SGA/AGU,,CONCLUÍDA,Transporte de documentos / materiais,,6.96,6.869,27.0,2024-07-15 10:18:56.293,2024-07-15 10:19:04.060,2024-07-15 10:22:05.590,2024-07-15 10:23:20.987,2024-07-15 10:39:48.447,,ESPLANADA DOS MINISTERIOS,ZONA CIVICO-ADMINISTRATIVA,BRASILIA,DF,"Advocacia-Geral da Uniao - Sede III, Brasilia, DF","Advocacia-Geral da Uniao - Sede III, Brasilia, DF",-15.79906,-47.87167,-15.79215,-47.9124,-15.79234,-47.91241,,,,,2018.0,2019.0,,PBO-**89,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1364135,Conselho Administrativo de Defesa Econômica,322,INDIRETA,CGP/CADE,,CONCLUÍDA,Reunião,,8.53,9.157,31.56,2024-07-15 10:14:54.560,2024-07-15 10:15:01.890,2024-07-15 10:15:12.510,2024-07-15 10:21:39.647,2024-07-15 10:33:13.450,,"CHAPELARIA DO SENADO,",PA 1,BRASILIA,DF,"515 NORTE CADE, - ASA NORTE","515 NORTE CADE, - ASA NORTE",-15.79943,-47.8642,-15.74194,-47.89732,-15.74244,-47.89721,,,,YARES,2022.0,2023.0,BRANCA,SGP-**69,,,Não,15,BRASILIA
