base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info,corrida_longa,mes_abertura,origem_cidade_upper
TAXIGOV_DF_3,1359582,Ministério das Comunicações,264359,DIRETA,GSTEL/MCOM,,CONCLUÍDA,Reunião,,76.69,80.551,297.56,2024-07-10 09:52:40.307,2024-07-10 09:52:53.467,2024-07-10 10:00:48.363,2024-07-10 10:08:17.353,2024-07-10 11:10:15.760,,"MINISTERIO DA INFRAESTRUTURA - ANEXOS A E B, EIXO MONUMENTAL",,BRASILIA,DF,"R. 19, 1400, Rua 19, 1400, Formosinha, Formosa, Goias","AVENIDA BRASILIA, 1400B, FORMOSA - GO, 73813-010, BRASIL",-15.79521,-47.86691,-15.55999,-47.33055,-15.55221,-47.3266,,,,,2018.0,2018.0,,PBJ-**32,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359569,Advocacia-Geral da União,46,DIRETA,GAB/PGF/AGU,,CONCLUÍDA,Reunião,,6.34,6.144,24.6,2024-07-10 09:49:04.160,2024-07-10 09:53:57.410,2024-07-10 09:58:25.643,2024-07-10 09:59:05.007,2024-07-10 10:09:11.617,,"SAUS QD. 3, LT. 5/6",ASA SUL,BRASILIA,DF,"Advocacia-Geral da Uniao - Sede III, Brasilia, DF","Advocacia-Geral da Uniao - Sede III, Brasilia, DF",-15.80235,-47.88043,-15.79215,-47.9124,-15.7921,-47.9124,,,,,2024.0,2024.0,,SSH-**13,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359567,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,1812,INDIRETA,DAI/IBAMA,,CONCLUÍDA,Reunião,,7.36,5.91,27.23,2024-07-10 09:48:49.043,2024-07-10 09:48:59.743,2024-07-10 09:55:58.660,2024-07-10 09:55:59.290,2024-07-10 10:06:13.963,,"IBAMA,",BRASILIA,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, Distrito Federal","VIA S. DOIS OESTE, 13, ASA SUL, BRASILIA - DF, BRASIL",-15.76718,-47.86158,-15.80024,-47.86838,-15.80137,-47.86756,,,,CRONOS,2022.0,2022.0,PRATA,REU-**98,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359542,Fundação Universidade de Brasília,470,INDIRETA,DAC,,CONCLUÍDA,Reunião,,37.07,32.475,136.42,2024-07-10 09:43:27.327,2024-07-10 09:43:38.597,2024-07-10 09:48:32.373,2024-07-10 09:50:42.430,2024-07-10 10:33:20.883,,UNB CAMPUS DARCY RIBEIRO,ASA NORTE,BRASILIA,DF,"Universidade de Brasilia - Campus Ceilandia, Brasilia, DF","Universidade de Brasilia - Campus Ceilandia, Brasilia, DF",-15.76433,-47.87036,-15.84408,-48.1016,-15.84381,-48.10147,,,,COROLLA,2022.0,23.0,PRATA,RET-**85,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359539,Empresa de Tecnologia e Informações da Previdência,303,INDIRETA,MANUTENÇÃO/DATAPREV,,CONCLUÍDA,Reunião,,12.61,12.235,46.66,2024-07-10 09:41:15.570,2024-07-10 09:42:25.193,2024-07-10 09:45:08.183,2024-07-10 09:46:09.127,2024-07-10 10:04:23.890,,VIA L2 SUL,ASA SUL,BRASILIA,DF,"Itatiaia Atacadista, Brasilia, DF","Itatiaia Atacadista, Brasilia, DF",-15.80034,-47.87811,-15.8026,-47.95608,-15.80252,-47.95603,,,,KICKS,2023.0,2023.0,PRATA,SGT-**97,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359537,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Reunião,,6.1,2.242,22.45,2024-07-10 09:40:58.860,2024-07-10 09:41:06.410,2024-07-10 09:41:16.657,2024-07-10 09:41:54.583,2024-07-10 09:55:12.730,,"RIACHO FUNDO 2, UPA",RIACHO FUNDO 2,BRASILIA,DF,"RECANTO DAS EMAS, UPA - PA 37","AVENIDA PONTE ALTA, RECANTO DAS EMAS - DF, 72630-218, BRASIL",-15.90384,-48.0716,-15.9208,-48.05281,-15.91124,-48.0575,,,,COROLLA,2019.0,2020.0,PRETA,PBV-**72,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359528,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,DECOOP / SEAB / MDA,,CONCLUÍDA,Reunião,,14.15,12.502,54.9,2024-07-10 09:39:53.080,2024-07-10 09:42:58.680,2024-07-10 09:49:05.483,2024-07-10 09:51:12.517,2024-07-10 10:19:53.757,,PALACIO DO DESENVOLVIMENTO,ASA NORTE,BRASILIA,DF,"Parque de Exposicoes da Granja do Torto, Pqeat, Brasilia, DF","PARQUE NACIONAL DE BRASILIA, BRASILIA - DF, 70635-800, BRASIL",-15.79075,-47.87953,-15.70583,-47.91437,-15.70343,-47.91339,,,,,2024.0,2025.0,,SSK-**24,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359511,Ministério da Saúde,304,DIRETA,GAB/SGTES,,CONCLUÍDA,Reunião,,14.65,14.725,56.84,2024-07-10 09:35:57.090,2024-07-10 09:36:08.940,2024-07-10 09:39:18.550,2024-07-10 09:40:38.020,2024-07-10 09:55:13.910,,SRTVN QUADRA 03,ASA NORTE,BRASILIA,DF,"Aeroporto Internacional de Brasilia - Presidente Juscelino Kubitschek, Brasilia, DF","ESTRADA PARQUE AEROPORTO, SETOR DE HABITACOES INDIVIDUAIS SUL, LAGO SUL - DF, 71608-000, BRASIL",-15.78354,-47.8903,-15.87069,-47.91935,-15.87042,-47.92149,,,,,2023.0,2023.0,,SGT-**48,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359495,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,10.34,10.472,40.12,2024-07-10 09:31:10.797,2024-07-10 09:31:23.130,2024-07-10 09:33:50.183,2024-07-10 09:35:14.650,2024-07-10 09:48:38.690,,"ESPLANADA DOS MINISTERIOS, BLOCO H",ASA SUL,BRASILIA,DF,"Unitrans International, SAAN Quadra 1, SAAN, Brasilia, DF","Unitrans International, SAAN Quadra 1, SAAN, Brasilia, DF",-15.80129,-47.8677,-15.76826,-47.93901,-15.76797,-47.93902,,,,,2023.0,2024.0,,SGV-**13,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359478,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,249,INDIRETA,GAB/INEP,,CONCLUÍDA,Reunião,,5.19,5.158,19.15,2024-07-10 09:25:24.307,2024-07-10 09:26:35.180,2024-07-10 09:32:08.177,2024-07-10 09:32:31.930,2024-07-10 09:49:52.640,,FUNDACAO ESCOLA SUPERIOR DO MINISTERIO PUBLICO DO DISTRITO FEDERAL E DOS TERRITORIOS,ASA SUL,BRASILIA,DF,"Instituto Nacional de Estudos e Pesquisas Educacionais, Brasilia, DF","Instituto Nacional de Estudos e Pesquisas Educacionais, Brasilia, DF",-15.80039,-47.89346,-15.788,-47.91424,-15.78777,-47.91437,,,,VIRTUS,2022.0,2022.0,PRATA,SGQ-**29,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359474,Instituto Nacional de Colonização e Reforma Agrária,1799,INDIRETA,DAA-2.2/INCRA,,CONCLUÍDA,Reunião,,5.24,5.61,19.39,2024-07-10 09:24:48.847,2024-07-10 09:28:59.443,2024-07-10 09:36:03.280,2024-07-10 09:36:03.587,2024-07-10 09:47:42.373,,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - SEDE,ASA NORTE,BRASILIA,DF,"Sgon Q 4, SGO Q 1 Ae, 1, Brasilia, DF","SGO, 13, ASA NORTE, BRASILIA - DF, 70610-650, BRASIL",-15.79089,-47.87956,-15.77651,-47.91079,-15.7772,-47.9117,,,,KICKS,2023.0,2024.0,BRANCA,SGY-**29,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359439,Ministério da Saúde,304,DIRETA,GAB/SGTES,,CONCLUÍDA,Reunião,,5.3,4.177,20.56,2024-07-10 09:15:23.863,2024-07-10 09:15:33.300,2024-07-10 09:19:17.597,2024-07-10 09:20:20.403,2024-07-10 09:33:44.420,,"PO 700, SRTVN",ASA NORTE,BRASILIA,DF,SEN - ASA NORTE - BRASILIA,SEN - ASA NORTE - BRASILIA,-15.78456,-47.88949,-15.78274,-47.86835,-15.78293,-47.86832,,,,,2017.0,2017.0,,PAQ-**13,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359403,Fundação Nacional do Índio,173,INDIRETA,SETEP/FUNAI,,CONCLUÍDA,Reunião,,24.92,25.231,88.47,2024-07-10 09:03:48.250,2024-07-10 09:08:02.533,2024-07-10 09:30:20.860,2024-07-10 09:32:40.607,2024-07-10 09:58:55.420,,Q 2 Q 3,SOBRADINHO,BRASILIA,DF,"Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF","Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF",-15.65223,-47.81456,-15.7951,-47.89345,-15.79512,-47.89379,,,,ONIX ,2022.0,2023.0,PRATA,SGN-**94,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359382,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Serviço externo / técnico,,6.1,6.377,23.67,2024-07-10 08:56:18.737,2024-07-10 08:57:30.620,2024-07-10 09:07:11.703,2024-07-10 09:07:30.080,2024-07-10 09:21:43.653,,SQN 108 BLOCO A,ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.76381,-47.88656,-15.80024,-47.86838,-15.80031,-47.86823,,,,,2023.0,2023.0,,SGT-**97,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359369,Presidência da República,26,DIRETA,SNJ/SG/PR,,CONCLUÍDA,Reunião,,12.0,12.331,46.56,2024-07-10 08:51:04.707,2024-07-10 08:52:36.027,2024-07-10 08:56:24.397,2024-07-10 08:58:26.893,2024-07-10 09:14:39.973,,VIA N1,,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF",-15.79967,-47.85931,-15.83033,-47.93057,-15.83024,-47.93134,,,,,2023.0,2023.0,,SGT-**38,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359339,Ministério da Saúde,304,DIRETA,CGIAD,,CONCLUÍDA,Reunião,,5.08,0.001,19.71,2024-07-10 08:39:08.673,2024-07-10 08:44:43.447,2024-07-10 08:46:05.387,2024-07-10 08:46:07.830,2024-07-10 08:46:13.560,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF","EMI BLOCO G, ASA SUL, BRASILIA - DF, 70058-900, BRASIL",-15.80024,-47.86838,-15.80607,-47.84357,-15.80029,-47.86826,,,,,2020.0,2021.0,,RFW-**64,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359337,Ministério da Saúde,304,DIRETA,DGAP,,CONCLUÍDA,Reunião,,5.08,5.125,19.71,2024-07-10 08:37:21.663,2024-07-10 08:39:08.950,2024-07-10 08:40:18.663,2024-07-10 08:40:41.940,2024-07-10 08:47:17.863,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, Distrito Federal","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, Distrito Federal",-15.80024,-47.86838,-15.80607,-47.84357,-15.80606,-47.84303,,,,,2019.0,2020.0,,EZA-**21,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359317,Instituto Nacional de Colonização e Reforma Agrária,1799,INDIRETA,CAMARA DE CONCILIACAO AGRARIA,,CONCLUÍDA,Reunião,,5.08,5.07,18.8,2024-07-10 08:30:39.460,2024-07-10 08:30:49.120,2024-07-10 08:36:43.607,2024-07-10 08:37:36.420,2024-07-10 08:46:57.997,,SBN QD. 1 BL. D,BRASILIA,BRASILIA,DF,"Superintendencia Regional do Incra, SGO Q 1 Ae, Asa Norte, Brasilia, DF","Superintendencia Regional do Incra, SGO Q 1 Ae, Asa Norte, Brasilia, DF",-15.79096,-47.8794,-15.78032,-47.91313,-15.78029,-47.91286,,,,VIRTUS,2019.0,2019.0,PRETA,PBP-**59,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359304,Fundação Universidade de Brasília,470,INDIRETA,DIVGP,16205.0,CONCLUÍDA,Reunião,,5.8,6.266,22.27,2024-07-10 08:23:38.387,2024-07-10 08:23:46.050,2024-07-10 08:28:51.270,2024-07-10 08:29:24.127,2024-07-10 08:37:56.170,,"VIA W3 NORTE,",BRASILIA,BRASILIA,DF,"HUB Hospital Universitario de Brasilia - Pediatria, Asa Norte, Brasilia, Distrito Federal","HUB Hospital Universitario de Brasilia - Pediatria, Asa Norte, Brasilia, Distrito Federal",-15.74959,-47.89519,-15.77182,-47.87393,-15.77278,-47.8743,,,,YARES,2022.0,2023.0,BRANCA,SGP-**69,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359301,Ministério da Saúde,304,DIRETA,AISA/GM/MS,,CONCLUÍDA,Reunião,,6.06,5.552,23.51,2024-07-10 08:23:00.267,2024-07-10 08:23:09.990,2024-07-10 08:25:35.920,2024-07-10 08:26:28.223,2024-07-10 08:36:21.600,,"MINISTERIO DA SAUDE (MS), ESPLANADA DOS MINISTERIOS, BL. G",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Brasilia Palace Hotel, Asa Norte, Brasilia, Distrito Federal","Brasilia Palace Hotel, Asa Norte, Brasilia, Distrito Federal",-15.80055,-47.86855,-15.78832,-47.83075,-15.78844,-47.83097,,,,,2022.0,2022.0,,SGQ-**29,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359295,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Reunião,,35.39,31.053,130.24,2024-07-10 08:17:35.877,2024-07-10 08:18:40.180,2024-07-10 08:27:06.520,2024-07-10 08:27:38.737,2024-07-10 09:07:25.757,,SQN 214 BL. E,BRASILIA,BRASILIA,DF,"UPA Riacho Fundo II, Brasilia, DF","UPA Riacho Fundo II, Brasilia, DF",-15.74315,-47.88827,-15.89994,-48.04013,-15.90006,-48.04027,,,,COROLLA,2019.0,2020.0,PRETA,PBV-**72,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359270,Ministério da Defesa,41066,DIRETA,SEORI/MD,,CONCLUÍDA,Reunião,,12.35,12.455,47.92,2024-07-10 08:01:17.100,2024-07-10 08:27:14.117,2024-07-10 08:32:13.857,2024-07-10 08:34:41.227,2024-07-10 08:49:45.823,,EIXO MONUMENTAL,PA 2,BRASILIA,DF,"Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, DF","Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, DF",-15.79605,-47.86885,-15.86728,-47.82376,-15.86704,-47.82301,,,,,2018.0,2019.0,,PBO-**89,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359251,Agência Espacial Brasileira,4243,INDIRETA,DPEI/AEB,,CONCLUÍDA,Reunião,,22.11,22.238,82.03,2024-07-10 07:33:21.497,2024-07-10 07:34:43.343,2024-07-10 07:44:51.043,2024-07-10 07:44:57.737,2024-07-10 08:08:29.237,,AEB AGENCIA ESPACIAL BRASILEIRA,SETOR POLICIAL SUL,BRASILIA,DF,"Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, DF","ESAF, LAGO SUL - DF, BRASIL",-15.81587,-47.94311,-15.86728,-47.82376,-15.86738,-47.82202,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**37,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359249,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Serviço externo / técnico,,6.22,6.172,24.13,2024-07-10 07:28:28.807,2024-07-10 07:28:34.587,2024-07-10 07:31:16.390,2024-07-10 07:34:07.223,2024-07-10 07:43:07.413,,VIA S2,ASA SUL,BRASILIA,DF,"BL H, Asa Norte, Brasilia, DF","BL H, Asa Norte, Brasilia, DF",-15.80205,-47.868,-15.76676,-47.88798,-15.76648,-47.88766,,,,,2024.0,2024.0,,SSK-**66,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359220,Presidência da República,26,DIRETA,DITEC/SA/CC/PR,,CONCLUÍDA,Reunião,,47.71,32.28,185.11,2024-07-10 01:52:06.010,2024-07-10 02:18:13.630,2024-07-10 02:25:34.280,2024-07-10 02:33:13.363,2024-07-10 03:27:25.987,,ANEXO III DO PALACIO DO PLANALTO,ASA SUL,BRASILIA,DF,"QBR 2 BLOCO M, Santa Maria, Brasilia, Distrito Federal","QBR 2 BLOCO M, Santa Maria, Brasilia, Distrito Federal",-15.799,-47.85901,-15.9964,-47.99548,-15.9961,-47.99533,,,,,2022.0,2023.0,,REU-**34,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359216,Presidência da República,26,DIRETA,DCEV/GSI/PR,,CONCLUÍDA,Reunião,,21.32,20.649,82.72,2024-07-10 00:39:12.303,2024-07-10 00:39:23.100,2024-07-10 00:51:47.400,2024-07-10 00:51:49.213,2024-07-10 01:17:10.113,,BASE AEREA DE BRASILIA,,BRASILIA,DF,"Residencial You LifeStyle, Av. Jacaranda, SUL AGUAS CLARAS, BRASILIA, DF","Residencial You LifeStyle, Av. Jacaranda, SUL AGUAS CLARAS, BRASILIA, DF",-15.87127,-47.9087,-15.84689,-48.03184,-15.84642,-48.03198,,,,,2023.0,2024.0,,SGY-**09,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359208,Presidência da República,26,DIRETA,DCEV/GSI/PR,,CONCLUÍDA,Reunião,,32.21,30.658,124.97,2024-07-09 23:08:21.650,2024-07-09 23:09:18.633,2024-07-09 23:19:34.513,2024-07-09 23:21:55.063,2024-07-09 23:56:35.230,,BASE AEREA DE BRASILIA,,BRASILIA,DF,"Q 30, Brasilia, DF","SETOR LESTE QUADRA 30, QD30 CQ LT 72, GAMA - DF, 72460-300, BRASIL",-15.87127,-47.9087,-16.02698,-48.05184,-16.02836,-48.052,,,,,2017.0,2018.0,,QMT-**88,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359203,Presidência da República,26,DIRETA,DCEV/GSI/PR,,CONCLUÍDA,Reunião,,10.88,11.264,42.21,2024-07-09 23:05:55.227,2024-07-09 23:06:08.420,2024-07-09 23:15:42.760,2024-07-09 23:20:11.063,2024-07-09 23:33:21.240,,BASE AEREA DE BRASILIA,LAGO SUL,BRASILIA,DF,"SQS 414 Bloco C, SQS 414 Bl. C, Brasilia, Brasilia, DF","SQS 414 Bloco C, SQS 414 Bl. C, Brasilia, Brasilia, DF",-15.86698,-47.90518,-15.83324,-47.91549,-15.83304,-47.91564,,,,,2024.0,2024.0,,SSH-**60,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359196,Presidência da República,26,DIRETA,DCEV/GSI/PR,,CONCLUÍDA,Reunião,,14.02,14.048,54.4,2024-07-09 22:52:07.797,2024-07-09 22:53:10.737,2024-07-09 23:03:53.420,2024-07-09 23:09:21.767,2024-07-09 23:27:25.997,,SPP,ASA NORTE,BRASILIA,DF,"BL B1113, Cruzeiro Novo, Brasilia, DF","BL B1113, Cruzeiro Novo, Brasilia, DF",-15.79287,-47.82612,-15.79166,-47.9356,-15.79204,-47.93562,,,,,2018.0,2019.0,,PBK-**99,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359185,Presidência da República,26,DIRETA,GP/PR,,CONCLUÍDA,Reunião,,19.92,18.743,77.29,2024-07-09 22:31:19.533,2024-07-09 22:32:59.123,2024-07-09 22:46:55.143,2024-07-09 22:52:34.687,2024-07-09 23:14:57.027,,BASE AEREA DE BRASILIA,,BRASILIA,DF,"BL G, Asa Norte, Brasilia, DF","BL G, Asa Norte, Brasilia, DF",-15.87127,-47.9087,-15.7663,-47.88775,-15.76627,-47.88747,,,,,2023.0,2024.0,,SGY-**09,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359183,Presidência da República,26,DIRETA,COSAU/DIGEP/SA/CC/PR,,CONCLUÍDA,Reunião,,21.08,20.231,81.79,2024-07-09 22:08:52.293,2024-07-09 22:35:05.850,2024-07-09 22:46:24.797,2024-07-09 22:56:32.470,2024-07-09 23:22:35.457,,BASE AEREA DE BRASILIA,,BRASILIA,DF,"Residencial Vinicius Serrao, Avenida Flamboyant, 6, Brasilia, Distrito Federal","Residencial Vinicius Serrao, Avenida Flamboyant, 6, Brasilia, Distrito Federal",-15.87127,-47.9087,-15.83696,-48.02886,-15.83708,-48.02884,,,,,2019.0,2020.0,,LVE-**42,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359166,Presidência da República,26,DIRETA,DCEV/GSI/PR,,CONCLUÍDA,Reunião,,13.89,13.811,53.89,2024-07-09 20:45:30.983,2024-07-09 21:30:41.497,2024-07-09 21:42:46.830,2024-07-09 21:43:11.017,2024-07-09 21:59:50.153,,SHCES QUADRA 1113 BLOCO B,CRUZEIRO,BRASILIA,DF,"Palacio da Alvorada, Via Palacio Presidencial, Brasilia, DF","SPP, ASA NORTE, BRASILIA - DF, 70150-000, BRASIL",-15.7916,-47.93575,-15.79262,-47.82213,-15.79374,-47.82611,,,,,2023.0,2023.0,,SGV-**00,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359157,Presidência da República,26,DIRETA,GP/PR,,CONCLUÍDA,Reunião,,22.99,21.545,89.2,2024-07-09 20:24:06.830,2024-07-09 22:30:19.360,2024-07-09 22:41:39.443,2024-07-09 22:51:10.153,2024-07-09 23:16:00.870,,BASE AEREA DE BRASILIA,,BRASILIA,DF,"BL A, Asa Norte, Brasilia, Distrito Federal","BL A, Asa Norte, Brasilia, Distrito Federal",-15.87127,-47.9087,-15.73831,-47.8894,-15.73799,-47.8889,,,,,2017.0,2018.0,,PBB-**38,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359156,Presidência da República,26,DIRETA,DIARO/SA/SE/CC/PR,,CONCLUÍDA,Outros,,26.63,24.867,103.32,2024-07-09 20:21:43.640,2024-07-09 22:36:23.550,2024-07-09 22:52:10.407,2024-07-09 23:14:08.657,2024-07-09 23:41:11.793,,BASE AEREA DE BRASILIA,,BRASILIA,DF,"Condominio do Edificio Varandas do Lago Norte II, Brasilia, Distrito Federal","Condominio do Edificio Varandas do Lago Norte II, Brasilia, Distrito Federal",-15.87127,-47.9087,-15.71536,-47.88441,-15.71556,-47.88455,,,,,2020.0,2020.0,,REC-**41,,,Sim,9,BRASILIA
TAXIGOV_DF_3,1359136,Ministério da Saúde,304,DIRETA,DEGES/SGTES/MS,,CONCLUÍDA,Reunião,,6.78,5.13,26.31,2024-07-09 18:49:25.353,2024-07-09 18:59:41.030,2024-07-09 19:05:51.560,2024-07-09 19:08:54.953,2024-07-09 19:20:02.153,,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, Distrito Federal","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, Distrito Federal",-15.77097,-47.87113,-15.78407,-47.89045,-15.78421,-47.89045,,,,,2022.0,2022.0,,REU-**98,,,Não,9,BRASILIA
TAXIGOV_DF_ENTIDADES,1359130,Agência Nacional do Cinema,57682,INDIRETA,ESCRITÓRIO SEDE BSB,,CONCLUÍDA,Reunião,,18.7,15.487,69.0,2024-07-09 18:44:57.583,2024-07-09 18:47:06.030,2024-07-09 18:50:46.863,2024-07-09 18:50:53.597,2024-07-09 19:15:44.103,,CAMARA DOS DEPUTADOS,,BRASILIA,DF,"Aeroporto Internacional de Brasilia, Brasilia, Distrito Federal","ESTRADA PARQUE AEROPORTO, SETOR DE HABITACOES INDIVIDUAIS SUL, LAGO SUL - DF, 71608-000, BRASIL",-15.80006,-47.86436,-15.86974,-47.91723,-15.8694,-47.92148,,,,SIENA,2018.0,2019.0,BRANCA,PBK-**34,,,Sim,9,BRASILIA
TAXIGOV_DF_ENTIDADES,1359091,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,CGDME,,CONCLUÍDA,Reunião,,6.09,3.677,22.53,2024-07-09 18:08:37.653,2024-07-09 18:08:50.407,2024-07-09 18:24:21.940,2024-07-09 18:31:44.117,2024-07-09 18:54:07.167,,CENTRO DE EVENTOS E CONVENÇÕES BRASIL 21,ASA SUL,BRASÍLIA,DF,17 - ASA SUL - BRASÍLIA / DF,"VIA AF5 SUL, ASA SUL, BRASILIA - DF, BRASIL",-15.79267,-47.89454,-15.80094,-47.8836,-15.80381,-47.87165,,,,COROLLA,2022.0,2023.0,PRATA,SGO-**74,,,Não,9,BRASÍLIA
TAXIGOV_DF_ENTIDADES,1359046,Fundação Oswaldo Cruz,315,INDIRETA,NUSMAD/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,62.31,53.841,230.55,2024-07-09 17:37:06.807,2024-07-09 17:37:15.433,2024-07-09 17:37:17.283,2024-07-09 17:37:23.490,2024-07-09 18:58:07.387,,QUADRA 1 CONJUNTO H,VEREDAS,BRASILIA,DF,"Centro de Saude n 15, Brasilia, DF","Centro de Saude n 15, Brasilia, DF",-15.67227,-48.20036,-15.79517,-47.84814,-15.79546,-47.84807,,,,KICKS,2023.0,2023.0,PRETA,SGT-**78,,,Sim,9,BRASILIA
TAXIGOV_DF_ENTIDADES,1359028,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,6.84,6.878,25.31,2024-07-09 17:27:33.180,2024-07-09 18:02:42.450,2024-07-09 18:08:31.750,2024-07-09 18:15:02.860,2024-07-09 18:29:32.827,,HOSPITAL MATERNO INFANTIL DE BRASILIA,ASA SUL,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal",-15.82353,-47.89727,-15.77171,-47.87302,-15.77175,-47.87297,,,,COROLLA,2021.0,2022.0,PRETA,REQ-**58,,,Não,9,BRASILIA
TAXIGOV_DF_3,1359007,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Serviço externo / técnico,,6.53,6.744,25.34,2024-07-09 17:14:10.307,2024-07-09 17:14:17.920,2024-07-09 17:18:01.620,2024-07-09 17:18:03.003,2024-07-09 17:33:15.883,,"SQN 108 BLOCO D,",ASA NORTE,BRASILIA,DF,"ITAMARATY, - PA 1","ITAMARATY, - PA 1",-15.76285,-47.88622,-15.80048,-47.86723,-15.80139,-47.86756,,,,,,,,PBB-**73,,,Não,9,BRASILIA
